,vid_id,title,description,published,view_count,like_count,comment_count,title_length,reactions
30,YsnPlQyCYfo,Build an Interactive Finance Dashboard with Python & Streamlit to compare Fundamentals of Stocks,"In this video we are creating an interactive Finance Dashboard showing the fundamentals of stocks in a certain peer group based on their sector. We are checking the Dow Jones Industrial Average for e.g. Price Earnings ratios or dividend yield but as said this is extendable based on your requirements.

This whole implementation is in Python using the streamlit library.

If you found this video interesting or helpful please consider subscribing. Thank you very much in advance!

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/c/Algovibes/join

To make this Dashboard even better you should update the Database regularly. I have resources on how to do that on my channel as well.

In the beginning I stated IBM pays the highest dividend and Apple pays the lowest dividend. This statement has to be understood in a relative context. I am referring to the yield and not the absolute amount.

Video on streamlit:
https://youtu.be/Km2KDo6tFpQ

Video on fundamental analysis of stocks with Python:
https://youtu.be/ZUQEd22oNek

Video on Python and SQL:
https://youtu.be/OjMDXTlVOYU

Link to wikipedia table:
https://en.wikipedia.org/wiki/Dow_Jones_Industrial_Average

Disclaimer: This video is not an investment advice and is for educational and/or entertainment purposes only!

0:00 - 01:24 How the Dashboard is working and prerequisites
01:24 - 08:02 Getting fundamentals and store them in a SQL DataBase
08:02 - 12:36 Creating the Streamlit Dashboard

#Python #Streamlit #Fundamentals",2021-09-06T15:40:12Z,5347,217,14,96,245
31,wIfjERirYZk,Simple Trading Strategy in Python - Time Series Momentum,"In this video we are covering another form of momentum trading and code that in Python. Time Series Momentum is taking the past return of an asset and is buying the asset when the past return is positive and short sells the asset when the past return is negative.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

The academic definition of TS momentum is taking the past 12 MONTHS returns as a prediction for the t+1 month as described in the cross-sectional momentum videos.
You can amend the shown strategy function to test out the ""academic way"".
I am taking the prior days.

Main reference for TS momentum is probably the paper from Moskowitz:
https://www.sciencedirect.com/science/article/pii/S0304405X11002613
besides the references listed in the other momentum videos.

Cross-sectional momentum vids:
India:
https://youtu.be/YIsKSQh1xpY
S&P500:
https://youtu.be/5W_Lpz1ZuTI

Disclaimer:
This video is not an investment advice and is for educational and entertainment purposes only!

0:00 - 0:54 Introduction
0:54 - 01:25 libraries, pulling asset prices
01:25 - 07:54 Coding the strategy
07:54 - 09:14 Testing it on Apple
09:14 - 09:59 Testing it on Bitcoin
09:59 - 11:25 Testing pumped stocks (AMC,GME)
11:25 - 12:04 Testing forex pair
12:04 - 13:58  Application on Intraday charts 
13:58 - 14:53 Excluding short positions
14:53 - 15:21 ETH and Final thoughts

#Python #Trading #AlgorithmicTrading #Momentum",2021-08-22T10:45:57Z,7501,212,56,56,324
32,qCZiENV83rE,"How I Learned Python - Learning Curve, Types Of Resources, Experiences","In this video I am talking about my experiences, Types of resources and my personal learning curve while learning Python. 
Maybe you are finding yourself somewhere and this is encouraging you to keep on going :-)

If you enjoy this kind of content leave it a like!

0:00 - 02:58 Phases of Learning, Changing resources, My Learning Curve
02:58 - 05:16 How to learn and improve in Python",2021-08-20T17:34:41Z,4755,258,31,70,320
33,x6PNcuZk83g,Network Analysis with Python (networkx) - Who owns the DOW JONES Industrial Average Equity Index?,"This video is introducing the networkx python library to visualize how the institutional owners of the Dow Jones Industrial average are connected.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Network analysis/ Network Graphs is a hot topic in all data related fields in specific in Data Science but also in finance.
I am going over step by step tutorial how you can visualize and improve a Graph to get nice insights.
This includes: Arranging node size depended on the node degree, edge width dependend on the edge attributes and other beautifications to make a nice network graph.

I personally think this topic is highly interesting and relevant. Possible future content could be interactive network graphs (e.g. on the S&P 500).

If you enjoy my videos or can extract value out of them please consider subscribing and leaving your like :-) Thanks in advance!

wikiepdia link:
https://en.wikipedia.org/wiki/Dow_Jones_Industrial_Average

0:00 - 01:29 Brief introduction on the Graph we are building
01:29 - 06:59 Example of only 2 assets (watch for better understanding)    
06:59 - 08:02 Getting DJ tickers
08:02 - 09:52 Get all institutional owners for all DJ components
09:52 - 11:20 Create the basic Graph
11:20 - 13:05 Change node colors
13:05 -  16:18 Node size depending on Node degree
16:18 -  19:41 Edge width dependent on edge attributes (invested amount) 
19:41 - 20:40 Final amendments/ Thanks for watching :-)",2021-08-14T16:04:24Z,4317,202,33,97,268
34,vWVZxiaaTCs,Algorithmic Trading in Python - Simple Moving Averages & Optimization [Follow Up vid],"This video is an extension on the first video on moving averages where we took a look at a crossover strategy.
In this one we are using techniques such as vectorization and trying to find the optimal pair of SMAs.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

The strategy holds an asset when the short term SMA is above the long term SMA and is not holding the asset when the long term SMA is above the short term SMA.
The code is designed in a way that other strategies can be tested as well (e.g. EMA) with some amendments.

If you enjoyed this video or could extract value out of it give it a thumbs up and subscribe to the channel :-)

Video on calculating stock returns:
https://youtu.be/fWHQwqT3lNY

Disclaimer:
This video is not an investment advice and is for educational and entertainment purposes only.

Although this code is deviating this video is inspired by Deepak Kanungo, in specific the vectorized approach (see Chapter 15 Learning Path: Hands-On Algorithmic Trading with Python) and partly the optimization.

0:00 - 01:09 Introduction
01:09 - 01:48 Pulling price data
01:48 - 06:36 Function implementing the strategy (Vectorization)
06:36 - 09:22 Function calculating performance
09:22 - 11:22 Visualizing the strategy
11:22 - 15:04 Optimization: Find the best pair of SMAs for an asset
15:04 - 18:45 Wrapping the optimization in a reproducible function
18:45 - 20:20 Playing around with some assets
          
#Python #Trading #SMA",2021-08-08T16:54:01Z,7167,261,78,85,417
35,lNvJXKXUQ_U,How To Build an Intraday MACD Cryptocurrency Live Trading Bot with Python using the Binance API,"This video is implementing a simple MACD trading strategy on live cryptocurrency data programmed in Python via the Binance API. As always with these bots I am not simulating anything but use real money trades.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Interested in more content on cryptocurrency bots? Let me know what you would be interested in the comments below and be sure to subscribe! Thanks :-)

Set up Binance API video:
https://youtu.be/_IV1qfSPPwI

MACD indicator explained and coded from scratch:
https://youtu.be/JzdVPnCSSuo

Mentioned video discussing Intraday strategies based on technical indicators:
https://youtu.be/nQkaJ207xYI

If you want to support me you can register for Binance with this link:
https://www.binance.com/en/register?ref=17165515

Check out my other crypto bots in this playlist:
https://youtube.com/playlist?list=PL9ATnizYJ7f8_opOpLnekEZNsNVUVbCZN

If the shown exception approach doesn't work out for you please check the answers in this thread:
https://stackoverflow.com/questions/56519640/cant-continue-a-program-when-binance-apiconnection-error-occured

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

00:00 - 01:31 Introduction
01:38 - 02:25 Libraries and connecting to Binance
02:25 - 06:46 Pulling data / data manipulations
06:46 - 13:42 Coding the MACD trading strategy
13:42 - 14:52 Initiating the bot
14:52 - 15:52 Fixing the connection timeout (apologies)
15:52 - 17:07 Executed trades / Discussing the strategy

#Python #Tradingbot #Crypto #Binance",2021-08-04T16:24:19Z,18470,570,103,95,776
36,kjrC1N8K8MI,How to Run a Python Script 24/7 | on a Schedule in the Cloud [GCP Part III],"In this video we are automating the execution of Python scripts to be independent from our Operating System using the Google Cloud Platform (GCP).

Examples and further explanations on the syntax of cronjobs:
https://crontab.guru

Please watch this video beforehand to set up a Linux VM and install Python on it:
https://youtu.be/lIJlhKrP_SI

Let me know if you have any questions! :-)

#Python #Cloud #GCP",2021-07-27T12:33:02Z,8363,188,44,75,276
37,rYfe9Bg2GcY,Backtesting Rayner Teos RSI SMA Trading Strategy in Python [Part II],"Thanks for watching :-)
This video is showing a backtest of the presented Trading strategy involving a RSI SMA combination shown by Rayner Teo with Python.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

First part backtesting with no libraries and from scratch:
https://youtu.be/JvfK4VBX75I

Video on calculating the strategy for all S&P Stocks:
https://youtu.be/pB8eJwg7LJU

Video on calculating cumulative returns:
https://youtu.be/fWHQwqT3lNY

Link to Rayner Teos original video:
https://www.youtube.com/watch?v=W8ENIXvcGlQ

0:00 - 01:29 Intro
01:29 - 02:20 Libraries / pulling price data
02:20 - 04:40 Calculating technical indicators (SMA / RSI)
04:40 - 09:17 Find ALL buying and selling signals
09:17 - 11:35 Problem of overlapping positions
11:35 - 13:35 Exclude overlapping positions
13:35 - 15:30 Profit and winning rate calculation
15:30 - 18:36 Relative profit, Average profit, Net Profit, Draw Down
18:36 - 20:58 Function I: get actual trades of any data frame
20:58 - 21:48 Function II: Technical indicator calculation
21:48 - 22:20 Amendment to Function I (sry forgot about that)
22:20 -  24:04 BTC signals and returns (test of the created functions)
24:04 -  26:37 Strategy Implementation for ALL single S&P500 Stocks
26:37 -  28:56 Evaluation of the strategy over the S&P constituents
28:56 -  30:09 Final remarks / Potential improvements

#Python #Backtest #RSI #Trading",2021-07-25T18:43:14Z,11070,350,103,68,556
38,OXXhJtfKbLE,Investing vs Trading #shorts,"#shorts

In a nutshell: Investing vs Trading :-)",2021-07-22T20:38:41Z,2497,68,6,28,80
39,fpl_ny-jX5Y,R Tutorial For Absolute Beginners [2021],"Welcome to my R tutorial for absolute beginners :-)
My main programming language is Python but I had to do some R while graduating and meanwhile I am really enthusiastic about this language and already did some projects with it.
A lot of quantitative trading strategies but also ML algorithms/ Data Science / Data Analysis Projects are written in R and you don't want to miss out at least having a basic understanding of the language.
I can only recommend to have a look and write some programs in it no matter if you are interested in Finance , Data Analysis or Data Science!
I hope with this tutorial I can give you an overview of the - in my perception - most important basics so that you can start out writing some programs in it.

Let me know your thoughts or questions in the comments below.

How to install R and Rstudio:
https://courses.edx.org/courses/UTAustinX/UT.7.01x/3T2014/56c5437b88fa43cf828bff5371c6a924/

Is Python better than R?
https://www.ibm.com/cloud/blog/python-vs-r

Example csv from:
https://people.sc.fsu.edu/~jburkardt/data/csv/csv.html

More background on how recursive functions are working (but in Python) check my first video:
https://youtu.be/Q9hg547tkMA

0:00 - 02:06 Intro / Why and when learn R?
02:06 - 02:50 Rstudio Code Execution
02:50 - 03:45 Variable assignment
03:45 - 05:56 Datatypes
05:56 - 07:26 Arithmetic Operators
07:26 - 08:59 Relational Operators
08:59 - 10:04 Sequences
10:04 - 12:05 Vectors
12:05 - 14:48 Matrices
14:48 - 17:48 Vector/Matrix Indexing
17:48 - 19:09 Lists (storing different types of data)
19:09 - 20:55 DataFrames
20:55 - 23:04 Reading in csv files and useful features of DataFrames
23:04 - 28:09 Conditional Statements (If / else if / else)
28:09 - 29:54 For Loop
29:54 - 31:13 While Loop
31:13 - 34:07 Functions
34:07 - 36:03 Recursive function (Factorial)
36:03 - 39:13 Fizzbuzz in R


#R #Rprogramming #Rtutorial",2021-07-20T09:15:50Z,20045,432,48,40,528
40,nQkaJ207xYI,How To Build a Cryptocurrency Live Trading Bot with Python (Binance API) Using Technical Indicators,"In this video we are building a Cryptocurrency trading bot with Python using the Binance API. We are using a slightly different approach pulling the data and exemplary apply technical indicators to the data.
In the end we are discussing if it makes sense to even apply those indicators.

If you enjoy my content or can extract value out of it please subscribe.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only. Also be really cautious placing real trades with this approach as the number of trades is not limited!

You can register for Binance with this affiliate link if you want:
https://accounts.binance.com/de/register?ref=17165515

Video on Trailing Stop Loss:
https://youtu.be/V6z1ME3-0_I

Video on setting up the Binance API:
https://youtu.be/_IV1qfSPPwI

0:00 - 02:06 Introduction
02:06 - 09:02 Getting live crypto data
09:02 - 12:48 For those NOT using Jupyter: Code in raw Python
12:48 - 14:06 Libraries and setting up the Binance client to execute orders
14:06 - 19:08 Trading strategy implementation: Buying Condition
19:08 - 28:00 Trading strategy implementation: Selling Condition
28:00 - 32:20 Let's trade
32:20 - 33:50 The problem of applying technicals to live data and how it should be done

#Python #Cryptobot #Binance",2021-07-13T20:36:56Z,67030,1507,191,99,1889
41,1A30TG7fHBg,Python in the Cloud Part II - Set up a SQL DB on GCP and connect it to Python on the Virtual Machine,"In this video we are connecting Python which is running in the Virtual Machine to a Cloud SQL DB. You will need that to run e.g. trading strategies or other code independent from your operating system.

Previous vid:
https://youtu.be/lIJlhKrP_SI

Video on Python & SQL:
https://youtu.be/5bUn-D4eL4k

0:00 - 0:18 Intro
0:18 - 01:36 Set up a Cloud SQL DataBase
01:36 - 03:25 Install dependencies on the VM (skippable)
03:25 - 04:05 Adding a Network (VM) to the SQL DB
04:05 - 05:26 Connect Python to the Cloud SQL DB
05:26 - 06:30 Create a Schema
06:30 - 08:28 Write (financial) data into the Schema
08:28 - 09:50 Querying Data from the DB


#Python #SQL #GCP",2021-07-10T16:09:24Z,3421,101,22,100,145
42,8PzQSgw0SpM,"Algorithmic Trading in Python - Bollinger Bands, Trading strategy and Backtest","In this video we will take a look at coding Bollinger Bands in Python, do some amendments and backtest a strategy based on BBs.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Video on coding a Trailing Stop Loss:
https://youtu.be/V6z1ME3-0_I

Be kindly invited to incorporate Bolling Band Signals to the Recommender system we have built here:
https://youtu.be/FRO6V8bj_ko

If you can extract value out of my videos I would really appreciate you subscribing! Thanks a lot :-)

0:00 - 02:18 Introduction
02:18 - 07:20 Coding the calculation of Bollinger Bands
07:20 - 12:38 Plotting Bollinger Bands
12:38 - 13:19 Problem of multiple buying/selling signals
13:19 - 18:50 Coding the strategy (Crossing)
18:50 - 24:12 Backtest
24:12 - 25:00 Final thoughts

This video is not an investment advice and is for educational and entertainment purposes only.

#Python #Trading #BollingerBands",2021-07-04T20:04:21Z,13342,400,86,78,572
43,lIJlhKrP_SI,Python in the Cloud Part I - How to run Python in the Cloud / Conda environment setup on GCP,"We are going to set up a Linux Virtual Machine (VM) using the Google Cloud Platform (GCP), install Miniconda on it and use Python both directly in Anaconda and also create Python files using the nano editor.

Sign up for GCP here: https://cloud.google.com

Downloadlink Linux:
https://repo.anaconda.com/miniconda/Miniconda3-latest-Linux-x86_64.sh

For a whole Anaconda distribution follow the same steps but use:
https://repo.anaconda.com/archive/Anaconda3-2018.12-Linux-x86_64.sh

Thanks a lot for watching :-)

0:00 - 0:50 Intro / Requirements
0:50 - 04:30 Setting up a Virtual Machine
04:30 - 07:50 Downloading and installing Miniconda
07:50 - 08:15 Start Python from Conda
08:15 - 09:20 Create and execute Python files
09:20 - 10:17 Shut down VM and up next / thanks :-)

#Python #Cloud #GCP",2021-06-28T16:39:27Z,8848,225,45,92,315
44,FkZNUj36Jcc,How to build a Stock Recommendation System with Python - Part III: Automatization [Updates/Mailing],"Hi everyone,
In this one we are automating the process of getting buying signals based on technical indicators. In specific we are updating the MySQL database and sending ourselves mails containing those signals. In the end we are using cronjobs to automate the process. You need to define a proper time for the execution. I would guess midnight is a good way.

Alternative cron syntax for midnight would be: @daily
More information:
https://crontab.guru/#

An excellent video on understanding and setting up gmail for smtp: 
https://www.youtube.com/watch?v=JRCJ6RtE3xU&t=706s

I guess that's for now the final part but I will do similar topics when covering cloud stuff in the near future. I hope you enjoyed the series! :-)

#Python #Stocks #Trading

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only.

0:00 - 01:01 Intro
01:01 - 03:05 Recap Recommender class
03:05 - 07:03 Updating the DB - Get the current max date
07:03 - 12:30 Updating the DB - Update method
12:30 - 15:39 Setting up Mail for mailing (smtplib)
15:39 - 17:00 Important and necessary changes to the recommend method
17:00 - 18:57 Sending out the mail (gmail)
18:57 - 19:58 Checking mail inbox 📥 
19:58 - 22:30 Automatization - Transforming notebook to .py file and necessary amendments
22:30 - 26:24 Automatization - Cronjob to automate the execution of the python file
26:24 - 26:50 Removing cronjobs
26:50 - 27:26 Final remarks",2021-06-26T21:40:56Z,3597,110,25,99,160
45,uEn1uZtPMzw,Schedule Python scripts with crontab / Automated script execution and DataBase Update,"Hi everyone,
in this video we are quickly going over automating python scripts via a predefined execution date. The windows equivalent is the task scheduler.

Please note that the DataBase example is just a quickly coded example to show the functionality but you should not rely on it as I am not making 100% that I am only getting the last minute. I will provide a better way when we are updating the MySQL database in the Stock recommender series.

Important:
To remove your cronjobs use crontab -r

aferwards check by typing in:
crontab -l

Let me know if you have any questions! :-)

If you like my content please consider subscribing.

Crontab syntax:
https://crontab.guru/

More background on Python and SQL:
https://youtu.be/5bUn-D4eL4k

Stock recommender part I:
https://youtu.be/qGAUw63p_uk

0:00 - 04:26 Simple example of automatic executing of a Python script
04:26 - 09:16 Example of updating a sample DataBase (please read description)

#Python #Automation #Crontab",2021-06-19T18:06:12Z,3274,96,31,85,158
46,V6z1ME3-0_I,Cryptocurrency 💰  Trading Bot 🤖 with Python & Binance - Reversal & Trailing Stop Loss,"Hi everyone,
In this video we are building a cryptocurrency trading bot which buying condition is based on a reversal of the recent past return and is taking a Trailing Stop Loss for the selling condition.
In the end I did some cuts as the Stop Loss Order was being triggered after roughly one hour.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

If you like the content please subscribe to make future content possible. Thank you very much in advance! :-)

Let me know what you think or let me know your questions in the comment below.

Please watch the previous video to better along:
https://youtu.be/rc_Y6rdBqXM

Video on cumulating returns:
https://youtu.be/fWHQwqT3lNY


Disclaimer: This video is for educational and entertainment purposes only and is not an investment advice! 


0:00 - 0:51 Trading strategy
0:51 - 02:42 What is a Trailing Stop Loss?
02:42 - 03:45 Subscribe etc. and Disclaimer
03:45 - 05:00 First script: Getting live data via socket manager / SQLite storage
05:00 - 07:00 Second script: Connect to SQLite database and the Binance API
07:00 - 07:45 Request live data by SQL to dataframe
07:45 - 10:24 Coding example of Trailing Stop Loss
10:24 - 15:38 Coding the strategy: Buying condition (Reversal)
15:38 -  21:38 Coding the strategy: Selling condition (Trailing Stop Loss)
21:38 -  25:18 Testing the strategy / Discussing the trade outcome


#Python #Trading #Crypto",2021-06-13T21:32:57Z,18513,627,124,85,875
47,FRO6V8bj_ko,"How to build a Stock Recommendation System with Python - Part II: MACD, Golden Cross and RSI Signals","Hi everyone,
in this video we are building a recommendation system based based on technical trading analysis indicators such as the MACD, Golden Cross and RSI in combination with long term SMA indicator.
In the end of the video I am showing a transformation of functional programming code to Object Oriented Programming code. Let me know if you are interested in OOP topics.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

First Video:
https://youtu.be/qGAUw63p_uk

Video on MACD:
https://youtu.be/JzdVPnCSSuo

Video on Golden Cross / Crossover strategies:
https://youtu.be/cwEORaERl2o

Video on RSI/SMA:
https://youtu.be/pB8eJwg7LJU

Video on a lightweight version of the recommender:
https://youtu.be/AuZmsv6dQCM

0:00 - 01:34 Introduction
01:34 - 02:02 Libraries 
02:02 - 03:05 Connecting Python to MySQL
03:05 - 06:18 Requesting data from the MySQL DataBase
06:18 - 12:48 Get prices from the Database tables
12:48 - 15:30 MACD function
15:30 - 19:20 Golden Cross function
19:20 - 21:07 RSI/Long Term SMA function
21:07 - 24:05 Apply technical indicators to the price data
24:05 - 25:18 Golden Cross explanation (first explanation was bad)
25:18 - 29:34 Recommender function
29:34 - 38:10 Transforming all code into one class (OOP) 
38:10 - 40:25 Creating instances and test out some methods

#Python #Trading #Technicals",2021-06-06T18:59:51Z,5484,177,59,100,295
48,Km2KDo6tFpQ,Streamlit Interactive Finance Dashboard - Stock Performance Comparison,"This video is showing how you can build a web app using the Python streamlit library which enables you to compare stocks.
Thanks for watching :-)

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

If you are interested in Deployment topics or any other stuff in Streamlit be kindly invited to let me know.

Video on calculating stock returns (cumulative returns):
https://youtu.be/fWHQwqT3lNY

Video on Spyder:
https://youtu.be/7FwXz1KqFBU

0:00 - 01:42 How the Dashboards works in the front end
01:42 - 02:10 Streamlit Installation
02:10 - 04:44 Running python files with streamlit in terminal
04:44 - 06:28 Running streamlit in an IDE (Spyder)
06:28 - 18:09 Actual coding the backend of the dashboard

#Python #Streamlit #Webapp",2021-05-29T16:42:29Z,10440,339,54,70,447
49,qGAUw63p_uk,How to build a Stock Recommendation System with Python - Part I: Database Setup [MySQL],"Hi and thanks for watching :-)

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

This video is the first part of a larger scale stock recommendation system built with Python with the example of three indices (Nifty50, Bovespa and RTSI) which are screened for technical indicators in the upcoming videos. I am  covering the MySQL Installation, the Python MySQL connection using pymysql and the population of the Database in this video.

In specific we are requesting online stock price data and store this data into the MySQL database. I am keeping it scalable so that you can take even more indices.

If you are interested in topics like that please subscribe and like the video.

MySQL Download:
https://dev.mysql.com/downloads/

First video on building a stock recommender:
https://youtu.be/AuZmsv6dQCM

Pandas and SQL:
https://youtu.be/OjMDXTlVOYU

Building a SQL database with SQLite:
https://youtu.be/5bUn-D4eL4k

Windows Installation:
https://dev.mysql.com/doc/refman/8.0/en/windows-installation.html

0:00 - 01:24 Introduction
01:24 - 05:28 MySQL Installation on MacOS (both Server and Workbench)
05:28 - 06:51 Mini Walkthrough MySQL Workbench
06:51 - 07:33 Requirements setup (sqlalchemy and PyMySQL)
07:33 - 11:05 Create schemas
11:05 - 15:55 Getting ticker symbols for the indices (+ amendments)
15:55 - 16:25 Getting stock prices with yahoo finance
16:25 - 21:45 Populating the Database with online stock prices
21:45 - 24:25 Check data in MySQL and outlook for next vid

#Python #MySQL #Stockmarket",2021-05-24T14:46:58Z,6957,233,50,87,333
50,rc_Y6rdBqXM,How To Build a Simple Cryptocurrency Live Trading Bot with Python using the Binance API,"This video is about getting live cryptocurrency data via the Binance Socket Manager and store them in a database followed by analyzing this data and build a simple trend following trading strategy with the live data.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Let me know if you find content like this valuable. I will continue to implement some technical indicators and Machine Learning on Cryptocurrencies. I personally think that is pretty interesting. Nevertheless don't worry I am anyhow also covering stock trading topics :-)

Disclaimer: This video is not an investment advice and is for educational and entertainment purposes only! Cryptocurrency and automated trading is bearing a high amount of risk which might result in a total loss of your invested capital.

If you want to support me you can register for Binance with this link, but don't feel forced to:
https://www.binance.com/en/register?ref=17165515

More information on the Binance Socket Manager:
https://python-binance.readthedocs.io/en/latest/websockets.html

Alternatively you can use the websocket library and pick the stream provided in the official Binance API documentation:
https://binance-docs.github.io/apidocs/spot/en/#trade-streams

Set up Binance API video:
https://youtu.be/_IV1qfSPPwI

Python & SQL:
https://youtu.be/OjMDXTlVOYU

Cumulating returns:
https://youtu.be/fWHQwqT3lNY

Video on Trendfollowing:
https://youtu.be/BhOdgrxWi5c

00:00 - 01:38 Introduction / Disclaimer
01:38 - 05:05 Requesting data using the Binance Socket Manager
05:05 - 08:28 Data Cleaning / Manipulation
08:28 - 11:31 Getting Live Data into a SQLite DataBase
11:31 - 14:30 Requesting Live Data from the SQL DB
14:30 - 16:22 Explanation of Trendfollowing strategy          
16:22 - 26:25 Coding the Trading Bot (simplified)
26:25 - 29:41 Test the Bot with real money trade

#Python #Tradingbot #Crypto #Binance

Code source:
https://pastebin.com/iFSLxbLB

password: S58MYqi3Xw",2021-05-16T12:48:18Z,954801,19122,832,87,20786
51,_IV1qfSPPwI,Introduction To Automated Trading With Python and Binance - REAL money Trades Of Cryptocurrencies,"Thanks for watching :-) Hope you had some fun or could extract value out of it. 
This video is showing how to make an automated trading bot from scratch which is making buying decisions based on very short term performance.

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Disclaimer: This video is for educational and/or entertainment purposes only. Cryptocurrencies and automated trading bears high level of risks. Please be aware and limit your losses and don't execute anything which you didn't fully understand!

For more trading strategies with cryptos (or stocks) please subscribe :-)

If you want to register for Binance you are invited to do it with this link but ofc don't feel forced to:
https://www.binance.com/en/register?ref=17165515

Resources:
https://python-binance.readthedocs.io/en/latest/

https://binance-docs.github.io/apidocs/spot/en/#get-summary-of-sub-account-39-s-margin-account-for-master-account

0:00 - 01:05 Intro / Disclaimer
01:05 - 02:22 Setting up an Api Key (sorry for format)
02:22 - 03:24 Resources (check description for links)
03:24 - 04:40 Libraries/Requirements/...
04:40 - 06:00 Build a connection to Binance and connectivity check
06:00 - 08:45 Getting price data from Binance (klines/candlesticks)
08:45 - 16:15 Data Handling / Manipulations
16:15 - 16:55 Use the first function to analyze cryptos
16:55 - 19:25 Explaining the trading strategy
19:25 - 30:50 Coding the strategy
30:50 - 34:05 Real money trade

#Python #Binance #Cryptocurrency # Trading",2021-05-12T22:35:36Z,52406,1430,282,97,1994
52,W8Rc7iQbdSc,Data Science shorts Miniseries - Part I: Statistics - Heteroscedasticity #shorts,"#shorts

Hi everyone, 
This is the first part of the Miniseries of Data Science concepts in under 1 minute. Idea of this mini series is that you can consume or refresh concepts within a very short amount of time. Dependent on your feedback I am planning on a regular series covering topics out of statistics, calculus, linear algebra and some relevant programming stuff. The concepts will contain both beginners and intermediate level.

Thanks a lot for watching :-)",2021-05-11T10:27:43Z,1990,62,12,80,86
53,fWHQwqT3lNY,"How To Calculate Stock Returns [Excel and in Python] - Returns, Cumulative Returns, Log returns","Hi everyone,
Thanks for watching :-)
As I am using those concepts a lot in my trading strategies I figured it might be helpful to show how returns are calculated, cumulated and some pretty cool features of using log returns.

If you extracted value out of this please consider subscribing. Thank you very much in advance!

0:00 - 02:14 Return calculation of stocks
02:14 - 04:12 Cumulative return
04:12 - 05:32 Log Returns (time additive)
05:32 - 07:08 Symmetry of Log returns
07:08 -  08:11 Python return calculation
08:11 -  09:44 Python cumulative return calculation
09:44 - 11:21 Python Log Returns

#Stocks #Returns #Cumulative #Logreturns",2021-05-09T18:49:23Z,7054,237,54,95,345
54,AuZmsv6dQCM,Simple Stock Recommendation System based on Technical Trading Indicators (ta) using Python & SQL,"Thanks for watching :-) If you enjoyed the video please subscribe.

This video is showing how to build a very simple stock recommendation system with Python based on technical trading indicators such as MACD and RSI / SMA using the ta library.

Be kindly invited to let me know if you find stuff like this interesting. 

Get the Notebook/Source code by becoming a Tier-2 Channel member:
https://www.youtube.com/channel/UC87aeHqMrlR6ED0w2SVi5nw/join

Video on building a finance database:
https://youtu.be/5bUn-D4eL4k

Video on dataframes and sql:
https://youtu.be/OjMDXTlVOYU

Video on MACD:
https://youtu.be/JzdVPnCSSuo

Video on RSI / SMA:
https://youtu.be/pB8eJwg7LJU


Disclaimer: This video is not an investment advice. It is for educational and entertainment purposes only.

0:00 -  01:36 Explanation of what is going to be done
01:36 - 02:42 Recap of the SQL database
02:42 - 04:35 DataBase connection & getting table names
04:35 - 06:25 Get actual price data out of the database
06:25 - 09:25 MACD function (using ta library)
09:25 - 11:40 RSI / SMA function (using ta library)
11:40 - 12:57 Apply the technical indicators to all stocks
12:57 - 15:28 Result: Which stocks to buy? (no investment advice)
15:28 - 17:53 OPTIONAL: How I updated the database 
17:53 - 19:15 OPTIONAL: Daily update of the database

#Python #Trading #Stocks",2021-05-01T18:54:46Z,5602,186,81,96,348
